Athlete,College Grade,Name of College,Coll Time,Year,College Conf,College All-Conf,College AA,Olympian,College Division,Event,,,,
Sarah Feldman,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Sara Velleca,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Ellen Shaw,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Lea Strangio,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Arden Tanner,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Nicole Mattson,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Tamara Mukulu,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Madeline Colwell,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Frances Duncan,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Katie Evans,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Abigail Tantorski,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Abigail McAdams,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Lauren Kaija,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Melanie Plattner,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Grace Regan,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Sydney Packard,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Marissa McPhillips,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Katie Bacher,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Kaitlyn Mooney,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Margaret Trautner,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Katie Williams,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Mary Eccles,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Isabella King,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Kristen Madeia,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Stephanie Rodriquez,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Frances Duncan,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Callie Schadt,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Emily Newman,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Karena Garcia,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Lauren Kaija,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Taylor Fortnam,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Gabrielle Enns,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Gina Pardi,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Maeve Roach,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Gina Capobianco,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Grace Cowles,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Simone Jacob,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Keely Nistler,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Abigail LeBlanc,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Emma Raney,,,,2018,NEWMAC,0,0,0,D3,1500m,,,,
Adora Lawrence,,,,2019,NEWMAC,1,0,0,D3,400m,,,,
Tiffany Tenney,,,,2019,NEWMAC,1,0,0,D3,400m,,,,
Anna Beck,,,,2019,NEWMAC,1,0,0,D3,400m,,,,
Sarah Ishamuddin,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Katie Nugent,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Maeve Roach,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Sydney McLaughlin,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Ava Yokanovich,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Guercio Del,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Kristen Frombach,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Tamara Mukulu,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Ana Lamoso,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Seneca Warren,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Michelle Gencorelli,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Hannah Jamison,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Katy Nippert,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Elizabeth Matre,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Anna Landler,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Madison Perry,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Alexys Percival,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Madeline Colwell,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Sarah Stapleton,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Rumbila Abdullahi,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Grace Regan,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Sydney Nash,,,,2019,NEWMAC,0,0,0,D3,400m,,,,
Kaitlyn Mooney,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Margaret Trautner,,,,2019,NEWMAC,1,0,0,D3,1500m,,,,
Marissa McPhillips,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Anita Green,,,,2019,NEWMAC,1,0,0,D3,1500m,,,,
Grace Cowles,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Callie Schadt,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Simone Jacob,,,,2019,NEWMAC,1,0,0,D3,1500m,,,,
Keely Nistler,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Katherine Brown,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Hannah Rieders,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Madeline Rieders,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Stephanie Rodriquez,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Eva Paradiso,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Sydney Nash,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Katherine Leckbee,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Nina Ragle,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Kristen Madeia,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Mary Scrivanich,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Corrin Moss,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Maya Bradbury,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Karena Garcia,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Katie Bacher,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Liz Wegman,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Emsie Cronin,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Laurel Kruger,,,,2019,NEWMAC,0,0,0,D3,1500m,,,,
Emily Richards,,,,2018,OAC,0,0,0,D3,400m,,,,
Ashura Powell,,,,2018,OAC,0,0,0,D3,400m,,,,
Sarah Hunter,,,,2018,OAC,0,0,0,D3,400m,,,,
Hailey Acosta,,,,2018,OAC,0,0,0,D3,400m,,,,
Hunter Mouser,,,,2018,OAC,0,0,0,D3,400m,,,,
Noelle Saluan,,,,2018,OAC,0,0,0,D3,400m,,,,
Sarah Mason,,,,2018,OAC,0,0,0,D3,400m,,,,
Avery Ewing,,,,2018,OAC,0,0,0,D3,400m,,,,
Kendall Miller,,,,2018,OAC,0,0,0,D3,400m,,,,
Megan Bailey,,,,2018,OAC,0,0,0,D3,400m,,,,
Cortni Arp,,,,2018,OAC,0,0,0,D3,400m,,,,
Lindsay Thut,,,,2018,OAC,0,0,0,D3,400m,,,,
Raquel Warner,,,,2018,OAC,0,0,0,D3,400m,,,,
Rachel Schubert,,,,2018,OAC,0,0,0,D3,400m,,,,
Allison Rogiers,,,,2018,OAC,0,0,0,D3,400m,,,,
Taylor Lavey,,,,2018,OAC,0,0,0,D3,400m,,,,
Gina Kowalewicz,,,,2018,OAC,0,0,0,D3,400m,,,,
Rebecca Penrose,,,,2018,OAC,0,0,0,D3,400m,,,,
Hailey Miller,,,,2018,OAC,0,0,0,D3,400m,,,,
Toni Beuck,,,,2018,OAC,0,0,0,D3,400m,,,,
Steph Donley,,,,2018,OAC,0,0,0,D3,400m,,,,
Dana Crofoot,,,,2018,OAC,0,0,0,D3,400m,,,,
Calista Waters,,,,2018,OAC,0,0,0,D3,400m,,,,
Laura Pullins,,,,2018,OAC,0,0,0,D3,400m,,,,
Allison Schwarzbek,,,,2018,OAC,0,0,0,D3,400m,,,,
Emily Richards,,,,2018,OAC,0,0,0,D3,1500m,,,,
Claire Lamb,,,,2018,OAC,0,0,0,D3,1500m,,,,
Heather Sandvik,,,,2018,OAC,0,0,0,D3,1500m,,,,
Kelly Brennan,,,,2018,OAC,0,0,0,D3,1500m,,,,
Becky Rohwer,,,,2018,OAC,0,0,0,D3,1500m,,,,
Hilary Reigle,,,,2018,OAC,0,0,0,D3,1500m,,,,
Bella Pendola,,,,2018,OAC,0,0,0,D3,1500m,,,,
Katy Foltz,,,,2018,OAC,0,0,0,D3,1500m,,,,
Rachel House,,,,2018,OAC,0,0,0,D3,1500m,,,,
Katie Durisin,,,,2018,OAC,0,0,0,D3,1500m,,,,
Larkin Joseph,,,,2018,OAC,0,0,0,D3,1500m,,,,
Avery Ewing,,,,2018,OAC,0,0,0,D3,1500m,,,,
Brittany McCauley,,,,2018,OAC,0,0,0,D3,1500m,,,,
Emily Henson,,,,2018,OAC,0,0,0,D3,1500m,,,,
Katie Vance,,,,2018,OAC,0,0,0,D3,1500m,,,,
Ashlie Baumann,,,,2018,OAC,0,0,0,D3,1500m,,,,
Madelyn Brindza,,,,2018,OAC,0,0,0,D3,1500m,,,,
Hastings Marek,,,,2018,OAC,0,0,0,D3,1500m,,,,
Madison Kile,,,,2018,OAC,0,0,0,D3,1500m,,,,
Hannah Reigle,,,,2018,OAC,0,0,0,D3,1500m,,,,
Jamie Amoroso,,,,2018,OAC,0,0,0,D3,1500m,,,,
Erin Kiley,,,,2018,OAC,0,0,0,D3,1500m,,,,
Rebecca Penrose,,,,2018,OAC,0,0,0,D3,1500m,,,,
Sydney Smith,,,,2018,OAC,0,0,0,D3,1500m,,,,
Allison Currey,,,,2018,OAC,0,0,0,D3,1500m,,,,
Cortni Arp,,,,2019,OAC,1,0,0,D3,400m,,,,
Hailey Acosta,,,,2019,OAC,1,0,0,D3,400m,,,,
Ashura Powell,,,,2019,OAC,1,0,0,D3,400m,,,,
Kelly Brennan,,,,2019,OAC,0,0,0,D3,400m,,,,
Raquel Warner,,,,2019,OAC,0,0,0,D3,400m,,,,
Autumn Hale,,,,2019,OAC,0,0,0,D3,400m,,,,
Sarah Mason,,,,2019,OAC,0,0,0,D3,400m,,,,
Olivia Powers,,,,2019,OAC,0,0,0,D3,400m,,,,
Emily Norden,,,,2019,OAC,0,0,0,D3,400m,,,,
Morgan Buchanan,,,,2019,OAC,0,0,0,D3,400m,,,,
Mary Smeltzer,,,,2019,OAC,0,0,0,D3,400m,,,,
Lindsay Thut,,,,2019,OAC,0,0,0,D3,400m,,,,
Toni Beuck,,,,2019,OAC,0,0,0,D3,400m,,,,
Michalena Terranova,,,,2019,OAC,0,0,0,D3,400m,,,,
Maryonna Cathey,,,,2019,OAC,0,0,0,D3,400m,,,,
Kendall Miller,,,,2019,OAC,0,0,0,D3,400m,,,,
Rachel Schubert,,,,2019,OAC,0,0,0,D3,400m,,,,
Emma Burke,,,,2019,OAC,0,0,0,D3,400m,,,,
Hailey Miller,,,,2019,OAC,0,0,0,D3,400m,,,,
Kelsey Grove,,,,2019,OAC,0,0,0,D3,400m,,,,
Coree Gifford,,,,2019,OAC,0,0,0,D3,400m,,,,
Ky'le Allen,,,,2019,OAC,0,0,0,D3,400m,,,,
Gina Kowalewicz,,,,2019,OAC,0,0,0,D3,400m,,,,
Katie Fowler,,,,2019,OAC,0,0,0,D3,400m,,,,
Taylor Fisher,,,,2019,OAC,0,0,0,D3,400m,,,,
Kelly Brennan,,,,2019,OAC,1,0,0,D3,1500m,,,,
Claire Lamb,,,,2019,OAC,0,0,0,D3,1500m,,,,
Hilary Reigle,,,,2019,OAC,1,0,0,D3,1500m,,,,
Katy Foltz,,,,2019,OAC,1,0,0,D3,1500m,,,,
Heather Sandvik,,,,2019,OAC,0,0,0,D3,1500m,,,,
Madison Kile,,,,2019,OAC,0,0,0,D3,1500m,,,,
Emily Henson,,,,2019,OAC,0,0,0,D3,1500m,,,,
Bella Pendola,,,,2019,OAC,0,0,0,D3,1500m,,,,
Cameron Bujaucius,,,,2019,OAC,0,0,0,D3,1500m,,,,
Avery Ewing,,,,2019,OAC,0,0,0,D3,1500m,,,,
Brittany McCauley,,,,2019,OAC,0,0,0,D3,1500m,,,,
Alyssa Laughner,,,,2019,OAC,0,0,0,D3,1500m,,,,
Jamie Amoroso,,,,2019,OAC,0,0,0,D3,1500m,,,,
Madelyn Brindza,,,,2019,OAC,0,0,0,D3,1500m,,,,
Hannah Reigle,,,,2019,OAC,0,0,0,D3,1500m,,,,
Katie Durisin,,,,2019,OAC,0,0,0,D3,1500m,,,,
Sarah Mason,,,,2019,OAC,0,0,0,D3,1500m,,,,
Erin Simko,,,,2019,OAC,0,0,0,D3,1500m,,,,
Allison Currey,,,,2019,OAC,0,0,0,D3,1500m,,,,
Chyanne Retcher,,,,2019,OAC,0,0,0,D3,1500m,,,,
Michaela Fox,,,,2019,OAC,0,0,0,D3,1500m,,,,
Rory Vigrass,,,,2019,OAC,0,0,0,D3,1500m,,,,
Kylie Vestal,,,,2019,OAC,0,0,0,D3,1500m,,,,
Megan Wright,,,,2019,OAC,0,0,0,D3,1500m,,,,
Moira Anderson,,,,2019,OAC,0,0,0,D3,1500m,,,,
Brittany Feldman,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Stephanie Boucher,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Marissa Jones,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Carly Vreugde,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Lauren Bamford,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Erin MacDougall,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Kayla Barber,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Emily Lavarnway,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Lauren Bower,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Ashley Lyons,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Laura Zopf,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Tashana Dixon,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Brianna Lawless,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Hannah Madden,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Shannon Haggerty,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Janyll Barber,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Jesse Correale,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Taryn Prutsman,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Veronica Kordrupel,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Asia Cornwall,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Katie Melly,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Kristyn Kumpfbeck,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Ashlee Estes,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Shayna Held,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Shaniece Gregory,,,,2018,SUNYAC,0,0,0,D3,400m,,,,
Veronica Kordrupel,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Allie Fernandez,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Elise Ramirez,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Dana Cebulski,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Kristina Watrobski,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Taylor Rettig,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Stephanie Boucher,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Annibel Coolican,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Jamie Kasza,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Carissa DiTullio,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Emily Pomainville,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Katherine McCormack,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Eliza Nichols,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Hunter Gowans,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Hannah Kurbs,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Lindsey Davenport,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Eileen Reinhardt,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Megan Wagner,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Jacqueline Corbett,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Sara Billings,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Mariellen Penzer,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Kayla Wheeler,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Jasmine Roberts,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Laura Barreca,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Roisin O'Neill,,,,2018,SUNYAC,0,0,0,D3,1500m,,,,
Marissa Jones,,,,2019,SUNYAC,1,0,0,D3,400m,,,,
Anna Flaitz,,,,2019,SUNYAC,1,0,0,D3,400m,,,,
Elisabeth Plympton,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Madison Mulder,,,,2019,SUNYAC,1,0,0,D3,400m,,,,
Carly Vreugde,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Ashley Lyons,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Kayla Barber,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Tashana Dixon,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Shaniece Gregory,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Laura Zopf,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Brianna Lawless,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Lauren Bower,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Steffany Batista,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Jesse Correale,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Amanda Iasparo,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Clara Sensini,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Chassity Carrion,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Hannah DiLiberto,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Allyn Madden,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Shannon Imbornoni,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Holly Heil,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Bridget Bennett,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Janyll Barber,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Erin MacDougall,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Veronica Kordrupel,,,,2019,SUNYAC,0,0,0,D3,400m,,,,
Elise Ramirez,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Allie Fernandez,,,,2019,SUNYAC,1,0,0,D3,1500m,,,,
Dana Cebulski,,,,2019,SUNYAC,1,0,0,D3,1500m,,,,
Veronica Kordrupel,,,,2019,SUNYAC,1,0,0,D3,1500m,,,,
Laura Barreca,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Genny Corcoran,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Annibel Coolican,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Taylor Rettig,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Hannah Kurbs,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Kristina Watrobski,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Taylor McClay,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Emily Gustafson,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Mariellen Penzer,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Kylie McFall,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Eileen Reinhardt,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Stephanie Wojnowski,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Gabby Moncada,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Kayla Wheeler,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Aislyn McDonough,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Victoria Padula,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Shannon Imbornoni,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Cassidy McGinn,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Emily Maguire,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Missy Graham,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Rose Pitman,,,,2019,SUNYAC,0,0,0,D3,1500m,,,,
Nicole Vacaguzman,,,,2018,UAA,0,0,0,D3,400m,,,,
Erica Goldman,,,,2018,UAA,0,0,0,D3,400m,,,,
Annalise Wagner,,,,2018,UAA,0,0,0,D3,400m,,,,
Kaitlyn Leonard,,,,2018,UAA,0,0,0,D3,400m,,,,
Nicky Althoff,,,,2018,UAA,0,0,0,D3,400m,,,,
Sarah Cook,,,,2018,UAA,0,0,0,D3,400m,,,,
Sara Mesiano,,,,2018,UAA,0,0,0,D3,400m,,,,
Ari Newhouse,,,,2018,UAA,0,0,0,D3,400m,,,,
Sophie Grigaux,,,,2018,UAA,0,0,0,D3,400m,,,,
Lisbeth Valdez,,,,2018,UAA,0,0,0,D3,400m,,,,
Debarati Bhanja,,,,2018,UAA,0,0,0,D3,400m,,,,
Julie Hines,,,,2018,UAA,0,0,0,D3,400m,,,,
Valerie Reiling,,,,2018,UAA,0,0,0,D3,400m,,,,
Alexandra Thompson,,,,2018,UAA,0,0,0,D3,400m,,,,
Bri Rees,,,,2018,UAA,0,0,0,D3,400m,,,,
Leinni Valdez,,,,2018,UAA,0,0,0,D3,400m,,,,
Rachel Novick,,,,2018,UAA,0,0,0,D3,400m,,,,
Rose Ciriello,,,,2018,UAA,0,0,0,D3,400m,,,,
Elle Hansen,,,,2018,UAA,0,0,0,D3,400m,,,,
Michelle Rosenblum,,,,2018,UAA,0,0,0,D3,400m,,,,
Ireland Gibson,,,,2018,UAA,0,0,0,D3,400m,,,,
Rachel Shanahan,,,,2018,UAA,0,0,0,D3,400m,,,,
Summer McKenna,,,,2018,UAA,0,0,0,D3,400m,,,,
Olivia Kobayashi,,,,2018,UAA,0,0,0,D3,400m,,,,
Alana Bojar,,,,2018,UAA,0,0,0,D3,400m,,,,
Gabrielle Stravach,,,,2018,UAA,0,0,0,D3,1500m,,,,
Emily Bryson,,,,2018,UAA,0,0,0,D3,1500m,,,,
Alison Lindsay,,,,2018,UAA,0,0,0,D3,1500m,,,,
Megan Verner-Crist,,,,2018,UAA,0,0,0,D3,1500m,,,,
Cassidy McPherson,,,,2018,UAA,0,0,0,D3,1500m,,,,
Emma Dyer,,,,2018,UAA,0,0,0,D3,1500m,,,,
Annalise Wagner,,,,2018,UAA,0,0,0,D3,1500m,,,,
Julia Bryson,,,,2018,UAA,0,0,0,D3,1500m,,,,
Khia Kurtenbach,,,,2018,UAA,0,0,0,D3,1500m,,,,
Audrey Western,,,,2018,UAA,0,0,0,D3,1500m,,,,
Isabel Torres-Padin,,,,2018,UAA,0,0,0,D3,1500m,,,,
Elizabeth Hagstrom,,,,2018,UAA,0,0,0,D3,1500m,,,,
Danielle Kulpins,,,,2018,UAA,0,0,0,D3,1500m,,,,
Maddie DeVoe,,,,2018,UAA,0,0,0,D3,1500m,,,,
Abigail Martin,,,,2018,UAA,0,0,0,D3,1500m,,,,
Claire Costelloe,,,,2018,UAA,0,0,0,D3,1500m,,,,
Vanessa Pasadyn,,,,2018,UAA,0,0,0,D3,1500m,,,,
Claire Brockway,,,,2018,UAA,0,0,0,D3,1500m,,,,
Abigail Shoemaker,,,,2018,UAA,0,0,0,D3,1500m,,,,
Molly Shepherd,,,,2018,UAA,0,0,0,D3,1500m,,,,
Maeve Andrews,,,,2018,UAA,0,0,0,D3,1500m,,,,
Meaghan Barry,,,,2018,UAA,0,0,0,D3,1500m,,,,
Kyra Shreeve,,,,2018,UAA,0,0,0,D3,1500m,,,,
Sophia Smith,,,,2018,UAA,0,0,0,D3,1500m,,,,
Jennifer Hoffmann,,,,2018,UAA,0,0,0,D3,1500m,,,,
Nicole Vacaguzman,,,,2019,UAA,0,0,0,D3,400m,,,,
Debarati Bhanja,,,,2019,UAA,1,0,0,D3,400m,,,,
Mary Martin,,,,2019,UAA,0,0,0,D3,400m,,,,
Hannah Lansberry,,,,2019,UAA,1,0,0,D3,400m,,,,
Meg Fitzpatrick,,,,2019,UAA,0,0,0,D3,400m,,,,
Elle Hansen,,,,2019,UAA,1,0,0,D3,400m,,,,
Julie Hines,,,,2019,UAA,0,0,0,D3,400m,,,,
Katherine Dudley,,,,2019,UAA,0,0,0,D3,400m,,,,
Alicia Gupte,,,,2019,UAA,0,0,0,D3,400m,,,,
Ari Newhouse,,,,2019,UAA,0,0,0,D3,400m,,,,
Tali Naibryf,,,,2019,UAA,0,0,0,D3,400m,,,,
Valerie Reiling,,,,2019,UAA,0,0,0,D3,400m,,,,
Michelle Rosenblum,,,,2019,UAA,0,0,0,D3,400m,,,,
Sophie Grigaux,,,,2019,UAA,0,0,0,D3,400m,,,,
Bri Rees,,,,2019,UAA,0,0,0,D3,400m,,,,
Devin Hiltunen,,,,2019,UAA,0,0,0,D3,400m,,,,
Morales Negron,,,,2019,UAA,0,0,0,D3,400m,,,,
Emma Koether,,,,2019,UAA,0,0,0,D3,400m,,,,
Maria King,,,,2019,UAA,0,0,0,D3,400m,,,,
Lily Howe,,,,2019,UAA,0,0,0,D3,400m,,,,
Lauren Shpiz,,,,2019,UAA,0,0,0,D3,400m,,,,
Vanessa Pasadyn,,,,2019,UAA,0,0,0,D3,400m,,,,
Belle Brown,,,,2019,UAA,0,0,0,D3,400m,,,,
Olivia Kobayashi,,,,2019,UAA,0,0,0,D3,400m,,,,
Katie Jasminski,,,,2019,UAA,0,0,0,D3,400m,,,,
Emily Bryson,,,,2019,UAA,1,1,0,D3,1500m,,,,
Natalie Rogus,,,,2019,UAA,1,0,0,D3,1500m,,,,
Rose Ciriello,,,,2019,UAA,1,0,0,D3,1500m,,,,
Julia Bryson,,,,2019,UAA,0,0,0,D3,1500m,,,,
Kayla O'Shea,,,,2019,UAA,0,0,0,D3,1500m,,,,
Abigail Martin,,,,2019,UAA,0,0,0,D3,1500m,,,,
Molly Shepherd,,,,2019,UAA,0,0,0,D3,1500m,,,,
Claire Brockway,,,,2019,UAA,0,0,0,D3,1500m,,,,
Andrea Bolduc,,,,2019,UAA,0,0,0,D3,1500m,,,,
Sophie Elgamal,,,,2019,UAA,0,0,0,D3,1500m,,,,
Carrie McIntyre,,,,2019,UAA,0,0,0,D3,1500m,,,,
Kathryn Reilly,,,,2019,UAA,0,0,0,D3,1500m,,,,
